觀測時間(hour),氣溫(℃),露點溫度(℃),相對溼度(%),AH(g/m³)
2016-10-19-22,28.0,24.3,80,21.893
2016-10-19-23,27.6,23.9,80,21.403
2016-10-19-24,27.4,24.0,82,21.546
2016-10-20-01,27.4,24.3,83,21.937
2016-10-20-02,27.4,23.8,81,21.289
2016-10-20-03,27.1,23.8,82,21.31
2016-10-20-04,27.3,23.5,80,20.915
2016-10-20-05,27.3,23.2,78,20.539
2016-10-20-06,27.2,23.1,78,20.422
2016-10-20-07,27.5,23.5,79,20.901
2016-10-20-08,28.6,25.0,81,22.783
2016-10-20-09,29.5,25.1,77,22.851
2016-10-20-10,29.3,25.2,79,23.003
2016-10-20-11,29.6,25.6,79,23.532
2016-10-20-12,30.2,25.1,74,22.798
2016-10-20-13,30.2,24.9,73,22.528
2016-10-20-14,30.1,25.2,75,22.942
2016-10-20-15,30.7,25.8,75,23.727
2016-10-20-16,30.5,25.2,73,22.912
2016-10-20-17,30.6,24.9,72,22.498
2016-10-20-18,30.3,25.0,73,22.655
2016-10-20-19,29.8,24.6,74,22.157
2016-10-20-20,29.6,25.0,76,22.708
2016-10-20-21,29.7,23.7,70,21.0
2016-10-20-22,29.5,23.6,71,20.888
2016-10-20-23,28.9,23.9,74,21.311
2016-10-20-24,29.0,23.2,71,20.424
2016-10-21-01,27.9,23.5,77,20.873
2016-10-21-02,28.0,23.5,77,20.866
2016-10-21-03,28.6,23.2,73,20.451
2016-10-21-04,27.9,23.5,77,20.873
2016-10-21-05,27.2,22.8,77,20.055
2016-10-21-06,27.0,22.7,77,19.947
2016-10-21-07,27.7,22.9,75,20.143
2016-10-21-08,28.8,23.0,71,20.192
2016-10-21-09,29.8,24.0,71,21.375
2016-10-21-10,31.5,25.2,69,22.836
2016-10-21-11,32.3,24.5,64,21.845
2016-10-21-12,32.3,24.5,64,21.845
2016-10-21-13,32.9,24.1,60,21.286
2016-10-21-14,31.5,23.8,64,21.002
2016-10-21-15,30.3,24.1,70,21.469
2016-10-21-16,28.4,23.9,77,21.346
2016-10-21-17,27.5,25.1,87,23.003
2016-10-21-18,27.7,25.7,89,23.822
2016-10-21-19,27.9,25.4,86,23.386
2016-10-21-20,28.5,25.2,82,23.064
2016-10-21-21,28.6,25.0,81,22.783
2016-10-21-22,28.4,24.5,79,22.128
2016-10-21-23,28.5,24.4,79,21.988
2016-10-21-24,28.2,24.0,78,21.489
2016-10-22-01,28.3,23.6,76,20.971
2016-10-22-02,27.8,23.9,79,21.389
2016-10-22-03,27.8,25.1,85,22.98
2016-10-22-04,27.9,25.1,85,22.972
2016-10-22-05,27.9,25.2,85,23.109
2016-10-22-06,27.8,25.5,87,23.533
2016-10-22-07,28.4,26.0,87,24.192
2016-10-22-08,29.6,26.3,83,24.527
2016-10-22-09,30.1,26.3,80,24.487
2016-10-22-10,30.3,26.3,79,24.471
2016-10-22-11,31.1,26.3,76,24.406
2016-10-22-12,31.5,26.3,74,24.374
2016-10-22-13,30.1,26.5,81,24.777
2016-10-22-14,31.2,25.6,72,23.409
2016-10-22-15,31.1,25.7,73,23.556
2016-10-22-16,30.8,25.0,71,22.618
2016-10-22-17,29.4,24.3,74,21.792
2016-10-22-18,28.7,25.0,80,22.775
2016-10-22-19,28.6,24.8,80,22.513
2016-10-22-20,28.3,25.0,82,22.806
2016-10-22-21,28.4,25.1,82,22.934
2016-10-22-22,27.9,25.3,86,23.247
2016-10-22-23,27.8,25.3,86,23.255
2016-10-22-24,27.6,25.4,88,23.409
2016-10-23-01,27.6,25.3,87,23.271
2016-10-23-02,27.3,25.3,89,23.294
2016-10-23-03,27.2,25.5,90,23.58
2016-10-23-04,27.4,25.4,89,23.425
2016-10-23-05,27.2,25.2,89,23.163
2016-10-23-06,27.3,25.3,89,23.294
2016-10-23-07,27.8,25.8,89,23.955
2016-10-23-08,28.9,25.9,84,24.01
2016-10-23-09,29.3,25.7,81,23.696
2016-10-23-10,30.4,26.0,77,24.033
2016-10-23-11,30.6,25.7,75,23.594
2016-10-23-12,31.5,26.2,74,24.231
2016-10-23-13,31.1,25.1,71,22.731
2016-10-23-14,31.0,23.4,64,20.536
2016-10-23-15,30.5,23.8,68,21.071
2016-10-23-16,30.2,24.4,71,21.865
2016-10-23-17,29.3,24.3,75,21.799
2016-10-23-18,28.5,24.1,77,21.597
2016-10-23-19,28.2,23.7,77,21.105
2016-10-23-20,28.0,24.1,79,21.632
2016-10-23-21,28.0,24.1,79,21.632
2016-10-23-22,27.8,24.1,80,21.647
2016-10-23-23,27.6,24.4,83,22.054
2016-10-23-24,27.7,24.6,83,22.312
2016-10-24-01,27.4,24.0,82,21.546
2016-10-24-02,26.8,23.8,84,21.331
2016-10-24-03,26.6,23.3,82,20.712
2016-10-24-04,26.7,23.1,81,20.457
2016-10-24-05,26.6,22.9,80,20.217
2016-10-24-06,26.7,23.0,80,20.333
2016-10-24-07,27.3,23.5,80,20.915
2016-10-24-08,28.3,23.0,73,20.225
2016-10-24-09,29.7,23.2,68,20.377
2016-10-24-10,31.1,23.1,63,20.161
2016-10-24-11,32.1,23.2,59,20.216
2016-10-24-12,31.5,24.1,65,21.384
2016-10-24-13,31.5,24.5,67,21.903
2016-10-24-14,31.9,23.7,62,20.849
2016-10-24-15,31.2,23.7,64,20.897
2016-10-24-16,30.6,23.8,67,21.064
2016-10-24-17,29.0,24.2,75,21.691
2016-10-24-18,28.1,23.8,78,21.239
2016-10-24-19,27.7,23.9,80,21.396
2016-10-24-20,27.4,23.8,81,21.289
2016-10-24-21,27.5,23.9,81,21.41
2016-10-24-22,27.3,23.9,82,21.424
2016-10-24-23,27.2,23.7,81,21.175
2016-10-24-24,27.0,23.5,81,20.935
2016-10-25-01,26.9,23.4,81,20.817
2016-10-25-02,26.7,23.1,81,20.457
2016-10-25-03,26.7,23.1,81,20.457
2016-10-25-04,26.4,23.7,85,21.232
2016-10-25-05,26.4,23.8,86,21.36
2016-10-25-06,26.4,23.8,86,21.36
2016-10-25-07,26.6,24.3,87,21.996
2016-10-25-08,27.6,24.8,85,22.588
2016-10-25-09,29.1,24.9,78,22.61
2016-10-25-10,29.8,24.7,74,22.29
2016-10-25-11,30.1,24.3,71,21.742
2016-10-25-12,31.1,24.8,69,22.328
2016-10-25-13,30.5,24.1,69,21.454
2016-10-25-14,30.9,24.2,68,21.555
2016-10-25-15,30.9,24.1,67,21.426
2016-10-25-16,29.7,23.7,70,21.0
2016-10-25-17,28.9,23.5,73,20.804
2016-10-25-18,28.7,23.3,73,20.568
2016-10-25-19,28.4,23.7,76,21.091
2016-10-25-20,27.8,23.8,79,21.26
2016-10-25-21,28.0,23.8,78,21.246
2016-10-25-22,28.1,24.0,78,21.496
2016-10-25-23,28.0,23.8,78,21.246
2016-10-25-24,27.7,24.0,80,21.525
2016-10-26-01,27.5,24.0,81,21.539
2016-10-26-02,27.3,23.9,82,21.424
2016-10-26-03,27.6,24.3,82,21.923
2016-10-26-04,27.0,24.2,85,21.835
2016-10-26-05,26.9,23.9,84,21.453
2016-10-26-06,26.8,23.8,84,21.331
2016-10-26-07,27.1,23.9,83,21.438
2016-10-26-08,28.6,24.4,78,21.981
2016-10-26-09,30.0,24.6,73,22.143
2016-10-26-10,29.9,24.1,71,21.497
2016-10-26-11,31.6,24.1,65,21.377
2016-10-26-12,32.0,24.8,66,22.262
2016-10-26-13,31.6,24.3,65,21.635
2016-10-26-14,31.9,24.5,65,21.874
2016-10-26-15,31.1,24.0,66,21.284
2016-10-26-16,30.1,23.9,69,21.226
2016-10-26-17,29.4,23.6,71,20.895
2016-10-26-18,28.8,23.4,73,20.686
2016-10-26-19,28.6,23.1,72,20.328
2016-10-26-20,28.6,23.0,72,20.205
2016-10-26-21,28.0,22.7,73,19.881
2016-10-26-22,28.0,21.9,70,18.937
2016-10-26-23,27.6,22.2,72,19.312
2016-10-26-24,27.5,22.4,74,19.555
2016-10-27-01,27.3,22.5,75,19.687
2016-10-27-02,27.4,22.5,75,19.68
2016-10-27-03,26.9,22.9,79,20.197
2016-10-27-04,26.9,23.1,80,20.443
2016-10-27-05,26.8,23.4,82,20.824
2016-10-27-06,26.8,23.3,81,20.698
2016-10-27-07,27.3,23.6,80,21.041
2016-10-27-08,28.1,24.0,78,21.496
2016-10-27-09,29.1,24.7,77,22.342
2016-10-27-10,30.0,24.9,74,22.543
2016-10-27-11,29.9,24.8,74,22.416
2016-10-27-12,30.9,24.7,70,22.21
2016-10-27-13,31.6,24.9,68,22.425
2016-10-27-14,30.9,24.3,68,21.685
2016-10-27-15,30.5,24.2,69,21.583
2016-10-27-16,30.2,23.0,65,20.099
2016-10-27-17,29.5,23.2,69,20.39
2016-10-27-18,28.7,23.8,75,21.197
2016-10-27-19,28.2,23.8,77,21.232
2016-10-27-20,28.0,23.8,78,21.246
2016-10-27-21,27.8,22.6,73,19.774
2016-10-27-22,27.5,23.1,77,20.402
2016-10-27-23,27.3,23.2,78,20.539
2016-10-27-24,27.2,23.1,78,20.422
2016-10-28-01,27.4,23.1,77,20.409
2016-10-28-02,26.8,23.3,81,20.698
2016-10-28-03,26.8,23.3,81,20.698
2016-10-28-04,26.4,23.4,84,20.851
2016-10-28-05,26.2,23.3,84,20.74
2016-10-28-06,25.9,23.4,86,20.886
2016-10-28-07,26.1,23.7,87,21.253
2016-10-28-08,26.9,23.9,84,21.453
2016-10-28-09,27.9,24.4,81,22.032
2016-10-28-10,29.2,24.5,76,22.069
2016-10-28-11,30.1,24.6,72,22.136
2016-10-28-12,31.2,24.6,68,22.056
2016-10-28-13,30.1,24.9,74,22.536
2016-10-28-14,31.0,24.6,69,22.07
2016-10-28-15,30.5,24.4,70,21.844
2016-10-28-16,29.5,23.8,71,21.141
2016-10-28-17,28.7,23.2,72,20.444
2016-10-28-18,27.9,23.3,76,20.623
2016-10-28-19,27.9,23.3,76,20.623
2016-10-28-20,27.6,23.2,77,20.519
2016-10-28-21,27.5,23.1,77,20.402
2016-10-28-22,27.2,22.9,77,20.177
2016-10-28-23,26.8,22.9,79,20.204
2016-10-28-24,26.5,23.1,82,20.47
2016-10-29-01,26.5,23.6,84,21.097
2016-10-29-02,26.4,23.5,84,20.977
2016-10-29-03,26.6,23.7,84,21.217
2016-10-29-04,26.6,23.8,85,21.345
2016-10-29-05,26.6,23.9,85,21.474
2016-10-29-06,26.3,23.8,86,21.367
2016-10-29-07,26.5,24.0,86,21.611
2016-10-29-08,27.8,24.7,83,22.438
2016-10-29-09,29.0,24.3,76,21.821
2016-10-29-10,30.6,24.4,70,21.836
2016-10-29-11,30.8,24.3,68,21.692
2016-10-29-12,30.6,24.3,69,21.706
2016-10-29-13,30.7,23.9,67,21.184
2016-10-29-14,30.7,23.8,67,21.057
2016-10-29-15,30.6,23.5,66,20.687
2016-10-29-16,29.9,23.1,67,20.241
2016-10-29-17,28.7,22.5,69,19.596
2016-10-29-18,27.4,22.0,72,19.091
2016-10-29-19,26.5,21.6,75,18.686
2016-10-29-20,25.5,20.9,76,17.961
2016-10-29-21,25.2,20.6,76,17.65
2016-10-29-22,24.6,20.2,77,17.254
2016-10-29-23,24.3,20.0,77,17.059
2016-10-29-24,24.1,19.9,77,16.965
2016-10-30-01,23.9,19.8,78,16.872
2016-10-30-02,23.8,19.7,78,16.773
2016-10-30-03,23.6,19.5,78,16.577
2016-10-30-04,23.6,19.1,76,16.17
2016-10-30-05,23.3,19.1,77,16.186
2016-10-30-06,23.3,19.0,77,16.086
2016-10-30-07,23.4,18.7,75,15.782
2016-10-30-08,24.0,18.7,72,15.75
2016-10-30-09,25.6,19.8,70,16.776
2016-10-30-10,27.4,20.8,67,17.738
2016-10-30-11,29.1,21.9,65,18.868
2016-10-30-12,29.7,22.4,65,19.413
2016-10-30-13,31.2,22.5,60,19.435
2016-10-30-14,30.3,22.3,62,19.257
2016-10-30-15,30.0,22.3,63,19.276
2016-10-30-16,29.5,21.8,63,18.728
2016-10-30-17,28.3,21.1,65,18.014
2016-10-30-18,27.7,20.9,67,17.83
2016-10-30-19,27.5,20.8,67,17.732
2016-10-30-20,27.3,20.8,68,17.744
2016-10-30-21,26.1,20.3,70,17.274
2016-10-30-22,26.1,20.1,70,17.062
2016-10-30-23,25.2,19.7,72,16.695
2016-10-30-24,24.7,19.4,72,16.414
2016-10-31-01,24.5,19.2,72,16.222
2016-10-31-02,24.3,19.4,74,16.436
2016-10-31-03,24.5,19.3,73,16.323
2016-10-31-04,23.9,19.4,76,16.458
2016-10-31-05,24.0,19.2,75,16.249
2016-10-31-06,23.6,19.1,76,16.17
2016-10-31-07,24.1,19.5,76,16.55
2016-10-31-08,25.1,20.1,74,17.119
2016-10-31-09,26.7,20.9,71,17.889
2016-10-31-10,28.6,21.7,66,18.67
2016-10-31-11,29.6,21.9,63,18.837
2016-10-31-12,30.1,22.0,62,18.921
2016-10-31-13,30.7,21.7,59,18.541
2016-10-31-14,30.8,22.9,63,19.938
2016-10-31-15,30.3,22.8,64,19.85
2016-10-31-16,29.3,22.2,66,19.203
2016-10-31-17,28.0,21.7,69,18.707
2016-10-31-18,27.0,21.3,71,18.315
2016-10-31-19,25.6,20.7,74,17.735
2016-10-31-20,25.2,20.4,75,17.434
2016-10-31-21,24.8,20.1,75,17.136
2016-10-31-22,24.6,19.9,75,16.937
2016-10-31-23,24.0,19.2,75,16.249
2016-10-31-24,23.6,18.9,75,15.969
2016-11-01-01,23.2,18.7,76,15.792
2016-11-01-02,23.0,18.6,76,15.704
2016-11-01-03,22.6,18.5,78,15.628
2016-11-01-04,22.5,18.6,79,15.731
2016-11-01-05,22.6,18.7,79,15.824
2016-11-01-06,22.6,18.6,78,15.726
2016-11-01-07,22.7,18.7,78,15.819
2016-11-01-08,23.8,18.9,74,15.959
2016-11-01-09,24.7,19.0,71,16.01
2016-11-01-10,24.7,19.0,71,16.01
2016-11-01-11,26.1,19.8,68,16.748
2016-11-01-12,28.5,21.0,64,17.892
2016-11-01-13,29.2,21.3,62,18.182
2016-11-01-14,29.0,21.1,62,17.972
2016-11-01-15,28.8,20.7,62,17.547
2016-11-01-16,28.3,20.2,62,17.043
2016-11-01-17,27.7,19.5,61,16.352
2016-11-01-18,26.0,17.7,60,14.693
2016-11-01-19,25.4,17.1,60,14.175
2016-11-01-20,25.0,16.9,61,14.015
2016-11-01-21,24.4,16.4,61,13.604
2016-11-01-22,23.8,16.3,63,13.545
2016-11-01-23,23.7,16.3,63,13.549
2016-11-01-24,22.9,16.2,66,13.5
2016-11-02-01,22.7,16.3,67,13.595
2016-11-02-02,22.1,16.8,72,14.063
2016-11-02-03,21.5,16.8,75,14.092
2016-11-02-04,21.3,16.6,75,13.923
2016-11-02-05,21.0,16.4,75,13.761
2016-11-02-06,21.0,16.2,74,13.587
2016-11-02-07,21.1,16.3,74,13.669
2016-11-02-08,22.5,17.4,73,14.588
2016-11-02-09,23.6,17.7,70,14.811
2016-11-02-10,25.0,17.9,65,14.929
2016-11-02-11,26.8,18.7,61,15.603
2016-11-02-12,27.6,18.7,58,15.561
2016-11-02-13,28.1,18.6,56,15.439
2016-11-02-14,27.9,18.2,56,15.066
2016-11-02-15,27.4,17.9,56,14.809
2016-11-02-16,26.2,17.3,58,14.317
2016-11-02-17,25.1,16.6,59,13.746
2016-11-02-18,24.2,16.3,61,13.527
2016-11-02-19,22.5,15.5,65,12.926
2016-11-02-20,22.5,15.3,64,12.762
2016-11-02-21,22.1,15.1,65,12.616
2016-11-02-22,21.6,14.9,66,12.475
2016-11-02-23,21.3,15.0,67,12.569
2016-11-02-24,21.3,14.8,66,12.408
2016-11-03-01,21.2,14.7,66,12.332
2016-11-03-02,20.9,14.6,67,12.265
2016-11-03-03,20.6,14.6,68,12.278
2016-11-03-04,20.2,14.3,69,12.059
2016-11-03-05,20.4,14.3,68,12.05
2016-11-03-06,20.5,14.4,68,12.124
2016-11-03-07,20.9,14.9,69,12.505
2016-11-03-08,21.9,15.9,69,13.289
2016-11-03-09,23.2,16.6,66,13.834
2016-11-03-10,26.0,18.0,61,14.973
2016-11-03-11,27.3,18.6,59,15.48
2016-11-03-12,28.4,18.6,55,15.423
2016-11-03-13,28.5,18.3,54,15.131
2016-11-03-14,28.3,18.6,56,15.428
2016-11-03-15,27.9,18.7,57,15.546
2016-11-03-16,27.1,18.5,59,15.393
2016-11-03-17,26.0,18.0,61,14.973
2016-11-03-18,25.7,18.4,64,15.369
2016-11-03-19,25.3,18.5,66,15.486
2016-11-03-20,25.2,17.9,64,14.919
2016-11-03-21,24.6,17.4,64,14.485
2016-11-03-22,23.8,17.4,67,14.524
2016-11-03-23,23.1,17.0,69,14.194
2016-11-03-24,22.6,16.9,70,14.129
2016-11-04-01,22.3,16.9,71,14.143
2016-11-04-02,22.1,16.8,72,14.063
2016-11-04-03,21.9,16.9,73,14.162
2016-11-04-04,21.7,16.9,74,14.172
2016-11-04-05,21.7,16.8,74,14.082
2016-11-04-06,21.8,17.0,74,14.257
2016-11-04-07,22.4,17.9,76,15.06
2016-11-04-08,23.6,18.8,74,15.87
2016-11-04-09,25.5,19.6,70,16.575
2016-11-04-10,26.7,19.5,65,16.406
2016-11-04-11,28.0,19.6,60,16.437
2016-11-04-12,28.6,19.2,57,16.001
2016-11-04-13,28.9,18.6,54,15.398
2016-11-04-14,28.4,19.8,60,16.62
2016-11-04-15,28.0,19.4,60,16.234
2016-11-04-16,27.4,19.1,61,15.965
2016-11-04-17,26.2,18.7,63,15.634
2016-11-04-18,25.1,18.7,68,15.692
2016-11-04-19,24.8,19.1,71,16.105
2016-11-04-20,24.5,19.0,71,16.021
2016-11-04-21,24.4,19.2,73,16.227
2016-11-04-22,24.2,19.1,73,16.137
2016-11-04-23,23.9,18.8,73,15.854
2016-11-04-24,23.5,18.9,75,15.975
2016-11-05-01,23.3,19.2,78,16.287
2016-11-05-02,23.0,19.3,80,16.406
2016-11-05-03,22.8,19.0,79,16.113
2016-11-05-04,22.8,19.0,79,16.113
2016-11-05-05,22.4,19.0,81,16.135
2016-11-05-06,22.3,19.0,82,16.14
2016-11-05-07,22.7,19.4,82,16.525
2016-11-05-08,24.1,19.9,77,16.965
2016-11-05-09,25.3,19.4,70,16.381
2016-11-05-10,27.4,19.5,62,16.368
2016-11-05-11,28.2,19.3,59,16.123
2016-11-05-12,28.0,19.5,60,16.335
2016-11-05-13,27.9,19.3,60,16.139
2016-11-05-14,27.8,19.9,62,16.757
2016-11-05-15,27.7,20.1,63,16.971
2016-11-05-16,27.0,20.3,67,17.222
2016-11-05-17,25.8,19.8,70,16.765
2016-11-05-18,25.0,19.8,73,16.81
2016-11-05-19,24.7,19.8,74,16.827
2016-11-05-20,24.3,19.7,76,16.745
2016-11-05-21,24.3,19.8,76,16.849
2016-11-05-22,24.0,19.7,77,16.762
2016-11-05-23,24.1,19.8,77,16.861
2016-11-05-24,23.7,19.9,79,16.988
2016-11-06-01,23.5,19.8,80,16.895
2016-11-06-02,23.5,19.8,80,16.895
2016-11-06-03,23.3,19.7,80,16.802
2016-11-06-04,23.2,19.3,79,16.395
2016-11-06-05,23.1,19.1,78,16.197
2016-11-06-06,23.0,18.9,78,16.002
2016-11-06-07,23.5,19.4,78,16.48
2016-11-06-08,24.5,20.0,76,17.048
2016-11-06-09,26.8,20.6,69,17.556
2016-11-06-10,28.3,20.6,63,17.469
2016-11-06-11,29.0,20.7,61,17.536
2016-11-06-12,29.4,20.3,58,17.086
2016-11-06-13,29.4,20.3,58,17.086
2016-11-06-14,28.7,20.7,62,17.553
2016-11-06-15,28.4,20.2,61,17.037
2016-11-06-16,28.0,19.9,61,16.746
2016-11-06-17,26.7,20.2,68,17.134
2016-11-06-18,26.0,20.1,70,17.068
2016-11-06-19,25.8,20.1,71,17.079
2016-11-06-20,25.3,20.4,74,17.428
2016-11-06-21,25.3,20.2,73,17.214
2016-11-06-22,24.7,20.6,78,17.68
2016-11-06-23,24.6,20.5,78,17.577
2016-11-06-24,24.4,20.5,79,17.589
2016-11-07-01,24.5,20.7,79,17.801
2016-11-07-02,24.1,20.7,81,17.825
2016-11-07-03,24.1,20.7,81,17.825
2016-11-07-04,23.9,20.6,82,17.727
2016-11-07-05,24.1,20.6,81,17.715
2016-11-07-06,23.9,20.6,82,17.727
2016-11-07-07,24.4,21.2,82,18.362
2016-11-07-08,25.7,21.6,78,18.736
2016-11-07-09,27.0,21.2,71,18.203
2016-11-07-10,28.3,20.1,61,16.938
2016-11-07-11,29.8,20.2,56,16.958
2016-11-07-12,30.0,20.2,56,16.947
2016-11-07-13,30.0,19.6,54,16.329
2016-11-07-14,29.3,19.8,57,16.571
2016-11-07-15,29.0,20.2,59,17.003
2016-11-07-16,28.2,19.7,60,16.528
2016-11-07-17,27.3,20.0,64,16.889
2016-11-07-18,26.8,19.7,65,16.606
2016-11-07-19,26.1,20.7,72,17.706
2016-11-07-20,25.9,20.8,74,17.827
2016-11-07-21,25.7,21.1,76,18.171
2016-11-07-22,25.5,21.1,77,18.183
2016-11-07-23,25.1,20.9,78,17.985
2016-11-07-24,25.2,20.5,75,17.542
2016-11-08-01,24.4,20.2,77,17.266
2016-11-08-02,24.8,19.3,72,16.307
2016-11-08-03,24.3,19.3,74,16.334
2016-11-08-04,24.1,19.2,74,16.244
2016-11-08-05,23.9,19.7,77,16.768
2016-11-08-06,23.4,20.3,83,17.432
2016-11-08-07,23.5,20.4,83,17.534
2016-11-08-08,25.1,20.8,77,17.875
2016-11-08-09,27.2,21.4,71,18.416
2016-11-08-10,28.5,20.2,61,17.031
2016-11-08-11,29.2,19.5,56,16.27
2016-11-08-12,29.6,19.6,55,16.35
2016-11-08-13,30.1,20.1,55,16.837
2016-11-08-14,29.1,20.1,58,16.893
2016-11-08-15,29.3,21.2,62,18.065
2016-11-08-16,28.3,20.9,64,17.794
2016-11-08-17,27.0,19.7,64,16.595
2016-11-08-18,25.2,19.5,71,16.489
2016-11-08-19,24.4,19.0,72,16.026
2016-11-08-20,23.5,17.8,70,14.91
2016-11-08-21,22.9,17.6,72,14.753
2016-11-08-22,22.7,17.5,72,14.67
2016-11-08-23,22.2,17.4,74,14.603
2016-11-08-24,21.9,17.0,74,14.252
2016-11-09-01,21.4,16.8,75,14.096
2016-11-09-02,21.4,16.7,75,14.007
2016-11-09-03,21.0,16.7,76,14.026
2016-11-09-04,21.1,16.7,76,14.021
2016-11-09-05,20.8,16.2,75,13.596
2016-11-09-06,20.6,15.7,73,13.178
2016-11-09-07,20.6,15.9,74,13.347
2016-11-09-08,21.6,16.4,72,13.733
2016-11-09-09,23.0,16.7,68,13.932
2016-11-09-10,24.4,17.7,66,14.772
2016-11-09-11,26.1,18.5,63,15.445
2016-11-09-12,26.9,18.4,60,15.307
2016-11-09-13,27.7,19.0,59,15.85
2016-11-09-14,28.4,19.0,57,15.814
2016-11-09-15,28.1,18.4,56,15.246
2016-11-09-16,27.3,17.6,55,14.537
2016-11-09-17,25.7,17.1,59,14.16
2016-11-09-18,24.1,16.8,64,13.968
2016-11-09-19,23.3,16.3,65,13.568
2016-11-09-20,23.4,16.2,64,13.477
2016-11-09-21,22.8,15.8,65,13.164
2016-11-09-22,22.7,15.5,64,12.918
2016-11-09-23,22.4,15.4,65,12.848
2016-11-09-24,22.3,15.5,65,12.935
2016-11-10-01,22.3,15.6,66,13.018
2016-11-10-02,22.5,15.7,65,13.093
2016-11-10-03,21.5,15.4,68,12.887
2016-11-10-04,21.9,15.3,66,12.787
2016-11-10-05,21.7,15.4,67,12.879
2016-11-10-06,21.7,15.6,68,13.045
2016-11-10-07,21.4,15.8,70,13.226
2016-11-10-08,22.1,16.2,69,13.536
2016-11-10-09,22.6,17.4,72,14.583
2016-11-10-10,23.2,17.8,72,14.925
2016-11-10-11,24.8,19.0,70,16.005
2016-11-10-12,25.1,19.0,69,15.988
2016-11-10-13,26.6,19.3,64,16.209
2016-11-10-14,25.9,18.8,65,15.748
2016-11-10-15,24.3,17.4,65,14.499
2016-11-10-16,24.1,17.9,68,14.974
2016-11-10-17,23.8,17.5,68,14.616
2016-11-10-18,23.0,16.7,68,13.932
2016-11-10-19,22.4,16.2,68,13.523
2016-11-10-20,21.8,16.4,71,13.724
2016-11-10-21,21.5,16.5,73,13.826
2016-11-10-22,21.1,16.6,75,13.933
2016-11-10-23,20.6,16.5,77,13.868
2016-11-10-24,20.7,16.5,77,13.863
2016-11-11-01,20.4,16.4,78,13.789
2016-11-11-02,20.4,16.4,78,13.789
2016-11-11-03,20.0,16.4,80,13.808
2016-11-11-04,20.0,16.3,79,13.72
2016-11-11-05,20.0,16.6,81,13.985
2016-11-11-06,20.1,16.7,81,14.069
2016-11-11-07,20.1,16.8,81,14.159
2016-11-11-08,20.8,17.1,79,14.396
2016-11-11-09,21.9,17.9,78,15.086
2016-11-11-10,24.4,19.3,73,16.329
2016-11-11-11,26.5,19.8,67,16.726
2016-11-11-12,26.7,20.1,67,17.028
2016-11-11-13,26.8,20.2,67,17.128
2016-11-11-14,26.1,20.0,69,16.957
2016-11-11-15,25.4,19.4,69,16.375
2016-11-11-16,25.8,19.2,67,16.151
2016-11-11-17,24.9,18.9,69,15.9
2016-11-11-18,25.0,18.6,68,15.599
2016-11-11-19,24.9,18.7,68,15.702
2016-11-11-20,24.7,18.6,69,15.615
2016-11-11-21,24.8,18.9,70,15.905
2016-11-11-22,24.7,18.1,67,15.133
2016-11-11-23,24.3,19.0,72,16.032
2016-11-11-24,24.4,19.1,72,16.126
2016-11-12-01,24.1,19.1,74,16.143
2016-11-12-02,24.1,19.5,76,16.55
2016-11-12-03,23.9,19.4,76,16.458
2016-11-12-04,23.8,18.9,74,15.959
2016-11-12-05,23.8,18.9,74,15.959
2016-11-12-06,23.8,19.0,75,16.058
2016-11-12-07,23.9,19.3,75,16.356
2016-11-12-08,24.9,19.9,74,16.92
2016-11-12-09,26.1,20.2,70,17.168
2016-11-12-10,28.2,20.5,63,17.367
2016-11-12-11,29.2,20.6,60,17.417
2016-11-12-12,29.7,20.8,59,17.603
2016-11-12-13,29.0,21.0,62,17.862
2016-11-12-14,29.3,20.5,59,17.304
2016-11-12-15,28.7,21.4,65,18.324
2016-11-12-16,27.3,19.9,64,16.785
2016-11-12-17,26.9,19.1,62,15.992
2016-11-12-18,26.1,19.4,67,16.337
2016-11-12-19,25.2,20.1,73,17.114
2016-11-12-20,25.4,19.8,71,16.787
2016-11-12-21,24.8,19.6,73,16.614
2016-11-12-22,24.5,19.6,74,16.63
2016-11-12-23,24.3,19.7,76,16.745
2016-11-12-24,24.1,19.8,77,16.861
2016-11-13-01,24.2,19.9,77,16.96
2016-11-13-02,23.8,19.9,79,16.983
2016-11-13-03,23.3,19.8,81,16.906
2016-11-13-04,22.9,19.7,82,16.824
2016-11-13-05,22.5,19.6,84,16.743
2016-11-13-06,22.6,19.7,84,16.841
2016-11-13-07,22.8,20.0,84,17.146
2016-11-13-08,24.4,20.7,80,17.807
2016-11-13-09,26.0,21.3,75,18.377
2016-11-13-10,27.9,21.7,69,18.713
2016-11-13-11,27.4,20.8,67,17.738
2016-11-13-12,28.7,21.9,67,18.893
2016-11-13-13,28.3,21.8,68,18.803
2016-11-13-14,28.5,21.5,66,18.449
2016-11-13-15,28.3,21.3,66,18.236
2016-11-13-16,27.0,21.1,70,18.092
2016-11-13-17,26.3,20.6,71,17.585
2016-11-13-18,25.7,21.0,75,18.06
2016-11-13-19,25.6,21.2,77,18.289
2016-11-13-20,25.4,21.0,77,18.078
2016-11-13-21,25.3,20.9,77,17.973
2016-11-13-22,24.8,21.1,80,18.226
2016-11-13-23,24.2,21.0,82,18.151
2016-11-13-24,23.8,20.8,83,17.953
2016-11-14-01,23.5,20.8,85,17.971
2016-11-14-02,23.6,20.9,85,18.076
2016-11-14-03,23.5,20.9,85,18.082
